eps,gamma,alpha,beta,comm_dones,see_dones,see_intent,comm_range,phi,incomplete_penalty,popsize,num_parent,num_elite,max_iter,operator_threshold,adaptive_var_threshold,operator_step_size,start_weight,mutation_rate,crossover_function,mutation_function,"score (5, 2)","score (10, 2)","score (20, 2)","score (5, 5)","score (10, 5)","score (20, 5)","totalcost (5, 2)","totalcost (10, 2)","totalcost (20, 2)","totalcost (5, 5)","totalcost (10, 5)","totalcost (20, 5)","minmax (5, 2)","minmax (10, 2)","minmax (20, 2)","minmax (5, 5)","minmax (10, 5)","minmax (20, 5)","elapsed (5, 2)","elapsed (10, 2)","elapsed (20, 2)","elapsed (5, 5)","elapsed (10, 5)","elapsed (20, 5)"
0,0.999,0.2,1,True,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.05,0.1,0.3,MIXED,RESET,288.9666666666667,314.6,556.3000000000001,281.23333333333335,326.3666666666666,431.1666666666667,483.6666666666667,548.0,997.0,553.3333333333334,878.6666666666666,1464.6666666666667,267.3333333333333,288.6666666666667,507.3333333333333,251.0,265.0,316.3333333333333,7.981580416361491,11.994995514551798,24.016773064931233,13.14919368426005,27.481345971425373,43.05322058995565
0,0.999,0.2,1,True,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.1,0.1,0.3,MIXED,RESET,289.3333333333333,317.13333333333327,583.1666666666666,282.43333333333334,313.99999999999994,422.59999999999997,484.3333333333333,549.3333333333334,1019.6666666666666,565.3333333333334,767.0,1409.0,267.6666666666667,291.3333333333333,534.6666666666666,251.0,263.6666666666667,313.0,5.2574741045633955,11.979205767313639,19.297092358271282,11.335694789886475,24.869786818822224,43.38722586631775
0,0.999,0.2,1,True,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,RESET,289.0,316.43333333333334,594.1999999999999,280.6666666666667,316.5333333333333,408.3333333333333,484.0,560.3333333333334,1058.0,541.6666666666666,798.3333333333334,1371.3333333333333,267.3333333333333,289.3333333333333,542.6666666666666,251.66666666666666,263.0,301.3333333333333,5.455653746922811,12.42762025197347,23.45229943593343,16.431825319925945,21.756546179453533,50.658364137013756
0,0.999,0.2,1,True,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.1,0.1,0.3,MIXED,RESET,288.6666666666667,316.13333333333327,548.2333333333332,281.43333333333334,317.43333333333334,412.9666666666667,483.6666666666667,560.3333333333334,982.3333333333334,555.3333333333334,855.3333333333334,1399.6666666666667,267.0,289.0,500.0,251.0,257.6666666666667,303.3333333333333,5.261865059534709,10.796490589777628,22.347811539967854,9.635951201121012,25.331401109695435,46.093910932540894
0,0.999,0.2,1,True,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.05,0.1,0.3,MIXED,RESET,289.0333333333333,318.06666666666666,520.0333333333333,281.2,319.8333333333333,425.8666666666666,484.3333333333333,564.6666666666666,928.3333333333334,553.0,810.3333333333334,1423.6666666666667,267.3333333333333,290.6666666666667,474.6666666666667,251.0,265.3333333333333,315.0,5.395281791687012,12.38742438952128,25.194354852040608,13.026901006698608,27.158887942632038,51.771047274271645
0,0.999,0.2,1,True,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.1,0.1,0.3,MIXED,RESET,288.6666666666667,316.5333333333333,596.5666666666667,281.09999999999997,320.5,433.99999999999994,483.6666666666667,570.3333333333334,1063.6666666666667,552.0,829.0,1466.0,267.0,288.3333333333333,544.6666666666666,251.0,264.0,319.3333333333333,7.6738646030426025,12.135968367258707,19.90952452023824,14.81283966700236,25.444063186645508,37.44270300865173
0,0.999,0.2,1,True,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.05,0.1,0.3,MIXED,RESET,285.1666666666667,320.93333333333334,626.0333333333333,281.5333333333333,333.09999999999997,452.26666666666665,478.6666666666667,557.3333333333334,1124.3333333333333,550.3333333333334,1024.0,1522.6666666666667,263.6666666666667,294.6666666666667,570.6666666666666,251.66666666666666,256.3333333333333,333.3333333333333,4.906491915384929,10.117655913035074,17.41642912228902,17.54927897453308,25.589802106221516,40.5276628335317
0,0.999,0.2,1,True,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.1,0.1,0.3,MIXED,RESET,288.4666666666667,321.09999999999997,629.2666666666665,281.06666666666666,315.63333333333327,477.96666666666664,466.6666666666667,568.0,1099.6666666666667,575.6666666666666,777.3333333333334,1611.6666666666667,268.6666666666667,293.6666666666667,577.0,248.33333333333334,264.3333333333333,352.0,5.408070802688599,12.669384320576986,19.677286942799885,12.833864291508993,23.881532828013103,36.048696994781494
0,0.999,0.2,1,True,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,RESET,291.2,320.23333333333335,570.9,284.0,325.1333333333334,434.5,491.0,571.3333333333334,1023.0,575.0,863.3333333333334,1519.0,269.0,292.3333333333333,520.6666666666666,251.66666666666666,265.3333333333333,314.0,7.292375644048055,11.723558823267618,23.36996801694234,16.749314546585083,27.684346596399944,45.548578103383385
0,0.999,0.2,1,True,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.1,0.1,0.3,MIXED,RESET,292.76666666666665,323.76666666666665,616.2666666666667,292.93333333333334,346.76666666666665,440.63333333333327,470.6666666666667,564.6666666666666,1101.6666666666667,559.3333333333334,1118.6666666666667,1529.3333333333333,273.0,297.0,562.3333333333334,263.3333333333333,261.0,319.6666666666667,4.829274813334147,10.032795429229736,22.488061507542927,15.8640349706014,25.861165444056194,41.1438954671224
0,0.999,0.2,1,True,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.05,0.1,0.3,MIXED,RESET,287.3,326.59999999999997,551.4666666666666,282.8666666666667,323.13333333333327,468.5333333333333,482.0,572.0,978.6666666666666,563.6666666666666,789.3333333333334,1643.3333333333333,265.6666666666667,299.3333333333333,504.0,251.66666666666666,271.3333333333333,338.0,5.568718512852986,11.919790744781494,22.51329191525777,13.477592547734579,27.715783993403118,46.5968492825826
0,0.999,0.2,1,True,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.1,0.1,0.3,MIXED,RESET,294.4,339.1666666666667,576.5,283.90000000000003,346.3333333333333,464.1666666666667,496.0,589.6666666666666,1040.0,610.0,1081.3333333333333,1593.6666666666667,272.0,311.3333333333333,525.0,247.66666666666666,264.6666666666667,338.6666666666667,4.404484510421753,12.84592088063558,17.812821706136067,15.487001657485962,28.0418803691864,42.74429941177368
0,0.999,0.2,1,True,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.05,0.1,0.3,MIXED,RESET,290.8333333333333,341.1666666666667,718.0333333333333,282.1333333333334,336.4,525.8333333333333,487.3333333333333,591.6666666666666,1258.3333333333333,562.3333333333334,979.0,1760.3333333333333,269.0,313.3333333333333,658.0,251.0,265.0,388.6666666666667,5.380191644032796,14.043550332387289,34.122381130854286,15.36198385556539,34.40633535385132,81.45643297831218
0,0.999,0.2,1,True,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.1,0.1,0.3,MIXED,RESET,286.2,347.4666666666667,737.2333333333332,283.2333333333333,336.6666666666667,530.3,462.0,612.6666666666666,1318.3333333333333,573.3333333333334,1008.6666666666666,1802.0,266.6666666666667,318.0,672.6666666666666,251.0,262.0,389.0,7.465924978256226,13.218861977259317,33.15672516822815,10.276447931925455,33.61309480667114,71.62740468978882
0,0.999,0.2,1,True,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,RESET,291.3,346.5,633.1,276.09999999999997,338.56666666666666,557.6666666666666,480.0,606.0,1120.0,544.0,1015.6666666666666,1910.6666666666667,270.3333333333333,317.6666666666667,579.0,246.33333333333334,263.3333333333333,407.3333333333333,5.211796124776204,16.337422450383503,31.465404987335205,14.31739322344462,37.79476340611776,68.75948238372803
0,0.999,0.2,1,True,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.1,0.1,0.3,MIXED,RESET,286.40000000000003,336.0,680.3000000000001,281.43333333333334,335.73333333333335,472.8999999999999,464.0,597.0,1211.0,555.3333333333334,1011.3333333333334,1597.0,266.6666666666667,307.0,621.3333333333334,251.0,260.6666666666667,348.0,5.706811507542928,12.282375494639078,27.805259863535564,16.742716153462727,30.22506332397461,76.16880504290263
0,0.999,0.2,1,True,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.05,0.1,0.3,MIXED,RESET,285.3333333333333,327.8333333333333,614.3,281.2333333333333,341.3333333333333,514.9,474.3333333333333,572.3333333333334,1100.0,553.3333333333334,1073.3333333333333,1750.0,264.3333333333333,300.6666666666667,560.3333333333334,251.0,260.0,377.6666666666667,6.788036982218425,16.265726963678997,31.585840384165447,13.390793402989706,23.23111319541931,70.24331601460774
0,0.999,0.2,1,True,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.1,0.1,0.3,MIXED,RESET,284.7,333.8333333333333,777.5666666666667,276.3,334.3999999999999,518.6999999999999,474.0,593.3333333333334,1391.6666666666667,546.0,992.0,1734.0,263.6666666666667,305.0,709.3333333333334,246.33333333333334,261.3333333333333,383.6666666666667,5.098569949467977,15.967924276987711,28.13273612658183,16.79204257329305,32.551959117253624,68.67976872126262
0,0.999,0.2,1,True,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.05,0.1,0.3,MIXED,RESET,286.96666666666664,343.8999999999999,669.5,284.8,347.2,495.29999999999995,481.6666666666667,604.0,1208.0,529.0,1090.0,1704.0,265.3333333333333,315.0,609.6666666666666,257.6666666666667,264.6666666666667,361.0,5.0876985390981035,13.153783480326334,28.503347794214886,16.202255249023438,32.093648195266724,60.93937826156616
0,0.999,0.2,1,True,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.1,0.1,0.3,MIXED,RESET,290.59999999999997,341.0,682.9,285.3666666666666,343.09999999999997,552.1,518.0,596.0,1210.0,594.6666666666666,1064.0,1882.0,265.3333333333333,312.6666666666667,624.3333333333334,251.0,263.0,404.3333333333333,4.738115628560384,12.192063252131144,22.66009004910787,17.62444082895915,32.466310024261475,64.4480853875478
0,0.999,0.2,1,True,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,RESET,284.8333333333333,360.0,681.2666666666668,284.3333333333333,355.76666666666665,554.5666666666666,478.3333333333333,651.0,1229.6666666666667,578.3333333333334,1145.6666666666667,1915.6666666666667,263.3333333333333,327.6666666666667,620.3333333333334,251.66666666666666,268.0,403.3333333333333,5.17475438117981,12.90911595026652,29.1179940700531,17.348164717356365,27.742130041122437,62.18808317184448
0,0.999,0.2,1,True,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.1,0.1,0.3,MIXED,RESET,286.29999999999995,341.93333333333334,721.0,284.5333333333333,340.5,538.1333333333333,463.0,584.3333333333334,1276.0,586.3333333333334,1011.0,1829.3333333333333,266.6666666666667,315.0,659.3333333333334,251.0,266.0,394.6666666666667,6.6678164800008135,12.147350390752157,29.94390861193339,17.52480697631836,32.37583072980245,53.13562194506327
0,0.999,0.2,1,True,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.05,0.1,0.3,MIXED,RESET,294.3333333333333,331.3,648.0666666666667,282.53333333333336,341.0,530.7333333333333,492.3333333333333,592.0,1149.6666666666667,566.3333333333334,971.0,1836.3333333333333,272.3333333333333,302.3333333333333,592.3333333333334,251.0,271.0,385.6666666666667,6.137678861618042,12.2405686378479,28.75767183303833,17.54695192972819,25.619839350382488,58.04929407437643
0,0.999,0.2,1,True,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.1,0.1,0.3,MIXED,RESET,295.23333333333335,353.23333333333335,660.4333333333333,302.5,351.5333333333333,576.3333333333334,519.3333333333334,622.3333333333334,1180.3333333333333,751.0,1025.3333333333333,1950.3333333333333,270.3333333333333,323.3333333333333,602.6666666666666,252.66666666666666,276.6666666666667,423.6666666666667,5.353839476903279,11.914579232533773,29.455889860788982,15.32676617304484,25.561598777770996,58.05381631851196
0,0.999,0.2,1,False,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.05,0.1,0.3,MIXED,RESET,295.56666666666666,405.2666666666667,805.4,283.6333333333333,441.76666666666665,1002.3666666666667,444.6666666666667,593.6666666666666,1355.0,559.3333333333334,907.6666666666666,3042.6666666666665,279.0,384.3333333333333,744.3333333333334,253.0,390.0,775.6666666666666,7.051879326502482,15.308231035868326,31.452579021453857,13.648865222930908,42.319940646489464,91.05262955029805
0,0.999,0.2,1,False,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.1,0.1,0.3,MIXED,RESET,294.3333333333333,391.0333333333333,826.9333333333334,291.56666666666666,491.73333333333335,895.9666666666666,462.3333333333333,700.3333333333334,1450.3333333333333,530.6666666666666,897.3333333333334,2575.6666666666665,275.6666666666667,356.6666666666667,757.6666666666666,265.0,446.6666666666667,709.3333333333334,6.218751351038615,14.25696587562561,30.982701778411865,13.822717984517416,40.872116804122925,84.08971659342448
0,0.999,0.2,1,False,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,RESET,292.06666666666666,389.43333333333334,803.5,292.56666666666666,400.5333333333333,1025.3999999999999,487.6666666666667,684.3333333333334,1441.0,510.6666666666667,1098.3333333333333,3186.0,270.3333333333333,356.6666666666667,732.6666666666666,268.3333333333333,323.0,785.3333333333334,6.861130396525065,16.363527536392212,27.588795979817707,13.324750264485678,38.00767191251119,79.20077506701152
0,0.999,0.2,1,False,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.1,0.1,0.3,MIXED,RESET,306.99999999999994,404.8,800.8333333333334,291.06666666666666,430.26666666666665,1152.8,475.0,715.0,1372.3333333333333,600.6666666666666,906.6666666666666,3614.0,288.3333333333333,370.3333333333333,737.3333333333334,256.6666666666667,377.3333333333333,879.3333333333334,7.340269645055135,13.76438307762146,30.15449396769206,12.670480966567993,41.6301044623057,77.19162360827129
0,0.999,0.2,1,False,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.05,0.1,0.3,MIXED,RESET,293.23333333333335,401.06666666666666,824.6,285.46666666666664,462.8,1011.2999999999998,472.3333333333333,689.6666666666666,1466.0,562.6666666666666,839.0,2832.0,273.3333333333333,369.0,753.3333333333334,254.66666666666666,421.0,809.0,6.0392952760060625,16.97774028778076,31.24508007367452,15.300740718841553,32.424424250920616,85.21978910764058
0,0.999,0.2,1,False,True,True,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.1,0.1,0.3,MIXED,RESET,291.26666666666665,387.5333333333333,751.2666666666665,306.53333333333336,466.9666666666667,943.8666666666667,482.6666666666667,680.3333333333334,1350.6666666666667,542.3333333333334,1198.6666666666667,2673.6666666666665,270.0,355.0,684.6666666666666,280.3333333333333,385.6666666666667,751.6666666666666,7.6819595495859785,15.576738754908243,31.3962242603302,8.732508897781372,44.43147508303324,89.5216425259908
0,0.999,0.2,1,False,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.05,0.1,0.3,MIXED,RESET,316.4666666666667,406.26666666666665,785.4333333333334,317.59999999999997,419.26666666666665,1029.2,374.6666666666667,702.6666666666666,1362.3333333333333,668.0,922.6666666666666,2972.0,310.0,373.3333333333333,721.3333333333334,278.6666666666667,363.3333333333333,813.3333333333334,5.8848983446757,12.730286916097006,28.475141604741413,15.95874540011088,26.350057363510132,67.23266545931499
0,0.999,0.2,1,False,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.1,0.1,0.3,MIXED,RESET,296.76666666666665,397.6333333333334,815.9666666666667,330.2,440.8333333333333,1022.7666666666668,471.6666666666667,715.3333333333334,1439.6666666666667,587.0,1030.3333333333333,2991.6666666666665,277.3333333333333,362.3333333333333,746.6666666666666,301.6666666666667,375.3333333333333,804.0,5.891198952992757,14.233832677205404,23.42605487505595,10.94899868965149,26.705363273620605,57.70313684145609
0,0.999,0.2,1,False,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,RESET,297.8666666666666,338.0,778.1,295.7,448.3,970.7666666666668,497.6666666666667,596.0,1361.0,515.0,1033.0,2552.6666666666665,275.6666666666667,309.3333333333333,713.3333333333334,271.3333333333333,383.3333333333333,795.0,6.737063646316528,13.063412507375082,28.085642099380493,13.983795642852783,30.53811264038086,61.46385542551676
0,0.999,0.2,1,False,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.1,0.1,0.3,MIXED,RESET,310.8333333333333,371.4666666666667,828.0666666666666,310.9,385.1333333333334,920.8666666666664,474.3333333333333,642.6666666666666,1458.6666666666667,619.0,947.3333333333334,2086.6666666666665,292.6666666666667,341.3333333333333,758.0,276.6666666666667,322.6666666666667,791.3333333333334,4.681780099868774,13.25241756439209,26.302193721135456,13.687251249949137,29.277896404266357,59.78768348693848
0,0.999,0.2,1,False,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.05,0.1,0.3,MIXED,RESET,291.7,386.2333333333333,823.5333333333333,314.90000000000003,428.0333333333333,980.6333333333332,487.0,679.3333333333334,1443.3333333333333,356.0,1139.3333333333333,2768.3333333333335,270.0,353.6666666666667,754.6666666666666,310.3333333333333,349.0,782.0,7.614941517512004,14.032191038131714,28.20295222600301,10.841983556747437,29.12790830930074,60.91427127520243
0,0.999,0.2,1,False,True,False,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.1,0.1,0.3,MIXED,RESET,311.06666666666666,392.8,763.5333333333334,312.63333333333327,440.8999999999999,968.7666666666665,509.6666666666667,700.0,1275.3333333333333,555.3333333333334,1220.0,3051.6666666666665,289.0,358.6666666666667,706.6666666666666,285.6666666666667,354.3333333333333,737.3333333333334,7.2029017607371015,12.512915770212809,25.50269103050232,11.601379791895548,26.096487681070965,61.53390828768412
0,0.999,0.2,1,False,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.05,0.1,0.3,MIXED,RESET,295.46666666666664,415.0,830.5666666666666,291.6333333333333,396.5666666666666,996.4666666666666,443.6666666666667,712.0,1477.6666666666667,513.3333333333334,854.6666666666666,2746.6666666666665,279.0,382.0,758.6666666666666,267.0,345.6666666666667,802.0,6.844688892364502,15.646574258804321,28.189996480941772,14.239843448003134,36.10405190785726,81.25078590710957
0,0.999,0.2,1,False,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.1,0.1,0.3,MIXED,RESET,300.3333333333333,427.93333333333334,855.1666666666666,291.56666666666666,489.0333333333333,853.9666666666666,510.3333333333333,652.3333333333334,1534.6666666666667,509.6666666666667,1326.3333333333333,2548.6666666666665,277.0,403.0,779.6666666666666,267.3333333333333,396.0,665.6666666666666,5.624160051345825,9.600774685541788,27.85465693473816,12.039691607157389,41.778709491093956,82.59596053759257
0,0.999,0.2,1,False,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,RESET,303.6333333333333,393.3666666666666,856.8666666666668,285.40000000000003,450.29999999999995,913.5999999999999,456.3333333333333,663.6666666666666,1494.6666666666667,574.0,1011.0,2734.0,286.6666666666667,363.3333333333333,786.0,253.33333333333334,388.0,711.3333333333334,8.037662665049234,14.084609746932983,25.380146265029907,15.086185614267984,40.66699115435282,88.19820197423299
0,0.999,0.2,1,False,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.1,0.1,0.3,MIXED,RESET,290.76666666666665,468.90000000000003,882.0,288.3333333333333,441.59999999999997,1149.1333333333332,489.6666666666667,813.0,1572.0,567.3333333333334,1086.0,3712.3333333333335,268.6666666666667,430.6666666666667,805.3333333333334,257.3333333333333,370.0,864.3333333333334,6.961512724558513,14.530460834503174,27.6006502310435,15.764595111211142,39.5489596525828,70.68036635716756
0,0.999,0.2,1,False,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.05,0.1,0.3,MIXED,RESET,301.06666666666666,383.0333333333333,854.0,286.93333333333334,427.8333333333333,1061.4666666666665,424.6666666666667,659.3333333333334,1490.0,589.3333333333334,876.3333333333334,3357.6666666666665,287.3333333333333,352.3333333333333,783.3333333333334,253.33333333333334,378.0,806.3333333333334,7.533693631490071,15.776203155517578,32.55673805872599,13.50309451421102,36.92417820294698,77.98453307151794
0,0.999,0.2,1,False,False,True,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.1,0.1,0.3,MIXED,RESET,304.3666666666666,416.76666666666665,845.3666666666667,282.26666666666665,446.26666666666665,943.7333333333332,457.6666666666667,615.6666666666666,1478.6666666666667,545.6666666666666,1054.6666666666667,2486.3333333333335,287.3333333333333,394.6666666666667,775.0,253.0,378.6666666666667,772.3333333333334,6.667678276697795,12.75601077079773,29.933486938476562,15.23713207244873,41.16265710194906,83.85530217488606
0,0.999,0.2,1,False,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.05,0.1,0.3,MIXED,RESET,311.5,387.2,837.7333333333335,288.6666666666667,398.8333333333333,962.4333333333334,514.0,674.0,1486.3333333333333,510.6666666666667,988.3333333333334,2739.3333333333335,289.0,355.3333333333333,765.6666666666666,264.0,333.3333333333333,765.0,6.262433052062988,13.492714325586954,26.200683037439983,13.771918217341105,27.103630701700848,62.94048778216044
0,0.999,0.2,1,False,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.05,0.1,0.1,0.3,MIXED,RESET,310.1666666666667,409.8333333333333,828.9333333333334,319.09999999999997,413.43333333333334,1070.6333333333332,536.6666666666666,720.3333333333334,1470.3333333333333,623.0,939.3333333333334,3344.3333333333335,285.0,375.3333333333333,757.6666666666666,285.3333333333333,355.0,818.0,5.733007113138835,11.960804382960001,22.164133469263714,14.682952880859375,27.35140069325765,55.97989217440287
0,0.999,0.2,1,False,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.05,0.1,0.3,MIXED,RESET,292.73333333333335,365.93333333333334,814.6333333333333,300.90000000000003,436.3333333333333,856.0333333333333,491.3333333333333,620.3333333333334,1384.3333333333333,567.0,823.3333333333334,2017.3333333333333,270.6666666666667,337.6666666666667,751.3333333333334,271.3333333333333,393.3333333333333,727.0,6.681429306666057,13.835470596949259,27.15609335899353,15.000830491383871,26.134987195332844,54.05104303359985
0,0.999,0.2,1,False,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.1,0.1,0.1,0.3,MIXED,RESET,320.23333333333335,416.4666666666667,768.9333333333334,297.06666666666666,437.76666666666665,1048.1666666666667,412.3333333333333,702.6666666666666,1344.3333333333333,552.6666666666666,1065.6666666666667,3410.6666666666665,310.0,384.6666666666667,705.0,268.6666666666667,368.0,785.6666666666666,5.584831317265828,12.510642131169638,25.442938804626465,12.52405865987142,30.98609685897827,63.74997981389364
0,0.999,0.2,1,False,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.05,0.1,0.3,MIXED,RESET,301.5333333333333,384.3,792.3666666666667,304.8,427.7,932.3666666666664,444.3333333333333,657.0,1395.6666666666667,633.0,1064.0,2897.6666666666665,285.6666666666667,354.0,725.3333333333334,268.3333333333333,357.0,714.0,5.54084841410319,14.671850363413492,28.494188229242962,14.637557744979858,25.818260431289673,54.4754429658254
0,0.999,0.2,1,False,False,False,10000,0.9,3000.0,20,10,2,20,0.6,0.5,0.1,0.1,0.3,MIXED,RESET,296.4666666666667,434.40000000000003,828.5666666666666,326.1333333333334,409.63333333333327,945.5333333333332,441.6666666666667,744.0,1493.6666666666667,498.3333333333333,1087.3333333333333,2279.3333333333335,280.3333333333333,400.0,754.6666666666666,307.0,334.3333333333333,797.3333333333334,6.901209115982056,14.307428121566772,21.562424341837566,12.905867338180542,25.777228196461994,55.88680211702982
